GMLID;LocalId;Namespace;Version;NatlStationCode;Name;Municipality;EUStationCode;ActivityBegin;ActivityEnd;Latitude;Longitude;SRSName;Altitude;AltitudeUnit;AreaClassification;BelongsTo
STA-FR82210;STA-FR82210;FR.LCSQA-INERIS.AQ;2;FR82210;Bouclans (Nancray);NANCRAY;FR82210;2012-01-01T00:00:00+01:00;2018-12-31T00:00:00+01:00;47.2458;6.1836;urn:ogc:def:crs:EPSG::4326;335;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural;FR.LCSQA-INERIS.AQ/NET-FR076A
STA-FR31040;STA-FR31040;FR.LCSQA-INERIS.AQ;3;FR31040;MARMANDE;MARMANDE;FR31040;2012-09-27T00:00:00+01:00;;44.50878;0.142695;urn:ogc:def:crs:EPSG::4326;17;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR19501;STA-FR19501;FR.LCSQA-INERIS.AQ;2;FR19501;Rennes Rue Guehenno;RENNES;FR19501;2010-01-01T00:00:00+01:00;2020-01-01T00:00:00+01:00;48.11825;-1.67204;urn:ogc:def:crs:EPSG::4326;44;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR072A
STA-FR05040;STA-FR05040;FR.LCSQA-INERIS.AQ;4;FR05040;Honfleur Sce Tech.;HONFLEUR;FR05040;2021-01-01T00:00:00+01:00;;49.415108;0.2437;urn:ogc:def:crs:EPSG::4326;24;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR21060;STA-FR21060;FR.LCSQA-INERIS.AQ;3;FR21060;Moult proximit�;MOULT-CHICHEBOVILLE;FR21060;2015-01-10T00:00:00+01:00;2022-12-13T00:00:00+01:00;49.117195;-0.169666;urn:ogc:def:crs:EPSG::4326;28;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR36019;STA-FR36019;FR.LCSQA-INERIS.AQ;2;FR36019;Romans-sur-Is�re;ROMANS-SUR-IS�RE;FR36019;2002-06-07T00:00:00+01:00;;45.0425;5.0443;urn:ogc:def:crs:EPSG::4326;150;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR34032;STA-FR34032;FR.LCSQA-INERIS.AQ;3;FR34032;Leblanc;BOURGES;FR34032;1998-09-01T00:00:00+01:00;;47.08278;2.405333;urn:ogc:def:crs:EPSG::4326;133;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR061A
STA-FR04014;STA-FR04014;FR.LCSQA-INERIS.AQ;2;FR04014;PARIS 12eme;PARIS 12E ARRONDISSEMENT;FR04014;1991-09-07T00:00:00+01:00;;48.837223;2.3939;urn:ogc:def:crs:EPSG::4326;40;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR12055;STA-FR12055;FR.LCSQA-INERIS.AQ;1;FR12055;ALBI MASSOL;ALBI;FR12055;2013-12-12T00:00:00+01:00;2015-12-18T00:00:00+01:00;43.92213;2.146844;urn:ogc:def:crs:EPSG::4326;173;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR068A
STA-FR01020;STA-FR01020;FR.LCSQA-INERIS.AQ;2;FR01020;Thionville-Centre;THIONVILLE;FR01020;1999-07-08T00:00:00+01:00;;49.358337;6.156942;urn:ogc:def:crs:EPSG::4326;154;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR04322;STA-FR04322;FR.LCSQA-INERIS.AQ;1;FR04322;Zone Rurale Ouest;PRUNAY-LE-TEMPLE;FR04322;1998-02-26T00:00:00+01:00;2015-01-02T00:00:00+01:00;48.8603;1.6767;urn:ogc:def:crs:EPSG::4326;98;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-regional;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR09202;STA-FR09202;FR.LCSQA-INERIS.AQ;2;FR09202;La Rochelle centre - rue St-Louis;LA ROCHELLE;FR09202;2016-01-15T00:00:00+01:00;2017-02-16T00:00:00+01:00;46.159;-1.145999;urn:ogc:def:crs:EPSG::4326;10;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR10027;STA-FR10027;FR.LCSQA-INERIS.AQ;2;FR10027;Calais EREA;CALAIS;FR10027;2007-11-01T00:00:00+01:00;2017-08-24T00:00:00+01:00;50.96156;1.8739;urn:ogc:def:crs:EPSG::4326;4;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR074A
STA-FR35004;STA-FR35004;FR.LCSQA-INERIS.AQ;3;FR35004;BRIVE - Dalton;BRIVE-LA-GAILLARDE;FR35004;1998-01-21T00:00:00+01:00;;45.158737;1.537259;urn:ogc:def:crs:EPSG::4326;121;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR03062;STA-FR03062;FR.LCSQA-INERIS.AQ;1;FR03062;TOULON CHALUCET;TOULON;FR03062;1997-06-23T00:00:00+01:00;2014-08-29T00:00:00+01:00;43.127476;5.927086;urn:ogc:def:crs:EPSG::4326;12;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR02035;STA-FR02035;FR.LCSQA-INERIS.AQ;2;FR02035;Carry le Rouet;CARRY-LE-ROUET;FR02035;1993-02-22T00:00:00+01:00;2018-01-05T00:00:00+01:00;43.330868;5.151234;urn:ogc:def:crs:EPSG::4326;7;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR03080;STA-FR03080;FR.LCSQA-INERIS.AQ;2;FR03080;AVIGNON   MAIRIE;AVIGNON;FR03080;1998-07-16T00:00:00+01:00;;43.949673;4.804341;urn:ogc:def:crs:EPSG::4326;19;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR08020;STA-FR08020;FR.LCSQA-INERIS.AQ;2;FR08020;Lunel Viel;LUNEL-VIEL;FR08020;1999-11-10T00:00:00+01:00;;43.6758;4.08838;urn:ogc:def:crs:EPSG::4326;15;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR068A
STA-FR01010;STA-FR01010;FR.LCSQA-INERIS.AQ;1;FR01010;La Maxe;LA MAXE;FR01010;1990-06-01T00:00:00+01:00;2013-01-03T00:00:00+01:00;49.164165;6.186392;urn:ogc:def:crs:EPSG::4326;165;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR01014;STA-FR01014;FR.LCSQA-INERIS.AQ;2;FR01014;Pont-�-Mousson;PONT-�-MOUSSON;FR01014;1990-09-01T00:00:00+01:00;;48.915;6.058336;urn:ogc:def:crs:EPSG::4326;179;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR04179;STA-FR04179;FR.LCSQA-INERIS.AQ;2;FR04179;PARIS Stade Lenglen;PARIS 15E ARRONDISSEMENT;FR04179;2013-12-24T00:00:00+01:00;;48.830387;2.269889;urn:ogc:def:crs:EPSG::4326;32;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR34038;STA-FR34038;FR.LCSQA-INERIS.AQ;3;FR34038;Verneuil;VERNEUIL;FR34038;2008-06-04T00:00:00+01:00;;46.814693;2.610069;urn:ogc:def:crs:EPSG::4326;182;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-remote;FR.LCSQA-INERIS.AQ/NET-FR061A
STA-FR25045;STA-FR25045;FR.LCSQA-INERIS.AQ;2;FR25045;Phare d Ailly;SAINTE-MARGUERITE-SUR-MER;FR25045;1999-08-03T00:00:00+01:00;2021-12-31T00:00:00+01:00;49.916363;0.957178;urn:ogc:def:crs:EPSG::4326;80;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural-nearcity;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR21041;STA-FR21041;FR.LCSQA-INERIS.AQ;1;FR21041;Ouistreham Baie de l Orne;OUISTREHAM;FR21041;2025-01-10T00:00:00+01:00;;49.278324;-0.247074;urn:ogc:def:crs:EPSG::4326;4;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR31032;STA-FR31032;FR.LCSQA-INERIS.AQ;2;FR31032;AGEN;AGEN;FR31032;2002-08-13T00:00:00+01:00;2018-12-28T00:00:00+01:00;44.192223;0.623889;urn:ogc:def:crs:EPSG::4326;50;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR05083;STA-FR05083;FR.LCSQA-INERIS.AQ;2;FR05083;Gonfreville l Orcher;GONFREVILLE-L'ORCHER;FR05083;2000-07-19T00:00:00+01:00;;49.50273;0.232486;urn:ogc:def:crs:EPSG::4326;80;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR33305;STA-FR33305;FR.LCSQA-INERIS.AQ;3;FR33305;Bourg-en-Bresse;BOURG-EN-BRESSE;FR33305;2009-01-01T00:00:00+01:00;;46.211666;5.226389;urn:ogc:def:crs:EPSG::4326;220;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR09305;STA-FR09305;FR.LCSQA-INERIS.AQ;1;FR09305;Niort - Tassigny;NIORT;FR09305;2022-01-01T00:00:00+01:00;;46.33388;-0.471878;urn:ogc:def:crs:EPSG::4326;23;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR058A
STA-FR39003;STA-FR39003;FR.LCSQA-INERIS.AQ;2;FR39003;Etang Zabricot;FORT-DE-FRANCE;FR39003;2008-01-01T00:00:00+01:00;;14.603497;-61.041206;urn:ogc:def:crs:EPSG::4326;25;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR062A
STA-FR07039;STA-FR07039;FR.LCSQA-INERIS.AQ;2;FR07039;Chamali�res Europe;CHAMALI�RES;FR07039;2009-03-05T00:00:00+01:00;2023-01-12T00:00:00+01:00;45.774727;3.062978;urn:ogc:def:crs:EPSG::4326;412;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR071A
STA-FR34047;STA-FR34047;FR.LCSQA-INERIS.AQ;3;FR34047;Saint-Remy;SAINT-R�MY-SUR-AVRE;FR34047;2012-12-20T00:00:00+01:00;;48.760887;1.233639;urn:ogc:def:crs:EPSG::4326;99;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR061A
STA-FR24024;STA-FR24024;FR.LCSQA-INERIS.AQ;1;FR24024;BRIANCON;BRIAN�ON;FR24024;2003-08-28T00:00:00+01:00;2015-06-05T00:00:00+01:00;44.895805;6.635561;urn:ogc:def:crs:EPSG::4326;1210;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR070A
STA-FR04101;STA-FR04101;FR.LCSQA-INERIS.AQ;2;FR04101;CHAMPIGNY-SUR-MARNE;CHAMPIGNY-SUR-MARNE;FR04101;2004-12-14T00:00:00+01:00;;48.816387;2.5175;urn:ogc:def:crs:EPSG::4326;74;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR004A
STA-FR21038;STA-FR21038;FR.LCSQA-INERIS.AQ;2;FR21038;Cherbourg Hotel de Ville;CHERBOURG-EN-COTENTIN;FR21038;2018-09-06T00:00:00+01:00;;49.64225;-1.624361;urn:ogc:def:crs:EPSG::4326;6;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban;FR.LCSQA-INERIS.AQ/NET-FR069A
STA-FR01092;STA-FR01092;FR.LCSQA-INERIS.AQ;1;FR01092;Far�bersviller;FAREBERSVILLER;FR01092;2014-01-30T00:00:00+01:00;2014-12-02T00:00:00+01:00;49.117123;6.856736;urn:ogc:def:crs:EPSG::4326;289;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural;FR.LCSQA-INERIS.AQ/NET-FR075A
STA-FR28033;STA-FR28033;FR.LCSQA-INERIS.AQ;2;FR28033;Noeux-les-Mines;VERQUIGNEUL;FR28033;2014-09-23T00:00:00+01:00;;50.48972;2.66642;urn:ogc:def:crs:EPSG::4326;23;http://dd.eionet.europa.eu/vocabulary/uom/length/m;http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/suburban;FR.LCSQA-INERIS.AQ/NET-FR074A
